bedroom,parlor,toilet,cookroom,build_size,face,year,distance_metro_code,fitment,floor_total_floor_scale,dealdate,is_school_district,money,biz_scale
1,1,1,1,33.0,8.0,25,6,3,2,185,1,1620000.0,1.0
1,1,1,1,36.0,6.0,23,6,3,6,185,1,1800000.0,1.0
1,1,1,1,48.27,6.0,28,4,2,5,185,1,2300000.0,1.0
1,0,1,1,27.0,6.0,23,6,3,3,185,1,1350000.0,1.0
1,1,1,1,33.0,8.0,25,6,3,2,185,1,1900000.0,1.0
1,1,1,1,39.05,2.0,22,6,2,4,186,1,2600000.0,1.0817491599
1,1,1,1,35.0,7.0,22,6,2,8,186,1,2050000.0,1.0817491599
1,1,2,1,30.27,4.0,26,6,3,6,186,1,2200000.0,1.0817491599
1,1,1,1,30.0,4.0,27,4,3,7,186,1,2060000.0,1.0817491599
1,1,1,1,32.8,8.0,25,6,2,3,186,1,2000000.0,1.0817491599
1,1,1,1,36.96,6.0,23,6,2,7,186,1,1880000.0,1.0817491599
1,0,1,0,25.75,8.0,23,5,3,5,186,1,1310000.0,1.0817491599
1,0,1,1,34.0,6.0,23,5,3,7,186,1,1450000.0,1.0817491599
1,1,1,1,36.46,6.0,26,6,2,2,186,1,2650000.0,1.0817491599
1,1,1,1,32.0,8.0,25,6,3,7,186,1,1990000.0,1.0817491599
1,1,1,1,28.98,4.0,25,5,2,6,186,1,1840000.0,1.0817491599
1,1,2,1,40.73,6.0,27,4,3,4,186,1,2880000.0,1.0817491599
1,0,1,1,26.36,6.0,23,5,3,3,186,1,1299000.0,1.0817491599
1,1,1,1,31.65,4.0,24,6,3,8,186,0,1840000.0,1.0817491599
1,0,1,1,47.6,10.0,25,6,3,3,186,1,1900000.0,1.0817491599
1,1,2,1,31.76,6.0,28,6,3,2,186,1,2150000.0,1.0817491599
2,1,2,1,41.03,6.0,28,6,3,10,186,1,2988000.0,1.0817491599
1,1,1,1,29.48,4.0,24,5,2,5,186,1,1880000.0,1.0817491599
1,0,1,0,25.3,8.0,23,6,3,5,186,1,1340000.0,1.0817491599
1,1,1,1,48.96,8.0,27,6,2,5,186,1,2095000.0,1.0817491599
1,0,1,1,36.65,2.0,20,6,2,7,186,1,1425000.0,1.0817491599
1,0,1,1,25.81,8.0,22,6,2,3,186,1,1170000.0,1.0817491599
